"GEO_ID","NAME","B01003_001E","B01003_001M","B01003_001MA","B01003_001EA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total",
"0500000US18109","Morgan County, Indiana","70141","*****","*****","null",
"0500000US18111","Newton County, Indiana","13981","*****","*****","null",
"0500000US18113","Noble County, Indiana","47640","*****","*****","null",
"0500000US18115","Ohio County, Indiana","5890","*****","*****","null",
"0500000US18117","Orange County, Indiana","19552","*****","*****","null",
"0500000US18119","Owen County, Indiana","20854","*****","*****","null",
"0500000US18121","Parke County, Indiana","16912","*****","*****","null",
"0500000US18123","Perry County, Indiana","19091","*****","*****","null",
"0500000US18125","Pike County, Indiana","12364","*****","*****","null",
"0500000US18127","Porter County, Indiana","169482","*****","*****","null",
"0500000US18129","Posey County, Indiana","25480","*****","*****","null",
"0500000US18131","Pulaski County, Indiana","12482","*****","*****","null",
"0500000US18133","Putnam County, Indiana","37419","*****","*****","null",
"0500000US18135","Randolph County, Indiana","24694","*****","*****","null",
"0500000US18137","Ripley County, Indiana","28457","*****","*****","null",
"0500000US18139","Rush County, Indiana","16632","*****","*****","null",
"0500000US18141","St. Joseph County, Indiana","270881","*****","*****","null",
"0500000US18143","Scott County, Indiana","23785","*****","*****","null",
"0500000US18145","Shelby County, Indiana","44559","*****","*****","null",
"0500000US18147","Spencer County, Indiana","20364","*****","*****","null",
"0500000US18149","Starke County, Indiana","22996","*****","*****","null",
"0500000US18151","Steuben County, Indiana","34591","*****","*****","null",
"0500000US18153","Sullivan County, Indiana","20647","*****","*****","null",
"0500000US18155","Switzerland County, Indiana","10727","*****","*****","null",
"0500000US18157","Tippecanoe County, Indiana","193302","*****","*****","null",
"0500000US18159","Tipton County, Indiana","15154","*****","*****","null",
"0500000US18161","Union County, Indiana","7140","*****","*****","null",
"0500000US18163","Vanderburgh County, Indiana","181548","*****","*****","null",
"0500000US18165","Vermillion County, Indiana","15485","*****","*****","null",
"0500000US18167","Vigo County, Indiana","107305","*****","*****","null",
"0500000US18169","Wabash County, Indiana","31198","*****","*****","null",
"0500000US18171","Warren County, Indiana","8219","*****","*****","null",
"0500000US18173","Warrick County, Indiana","62608","*****","*****","null",
"0500000US18175","Washington County, Indiana","27942","*****","*****","null",
"0500000US18177","Wayne County, Indiana","66176","*****","*****","null",
"0500000US18179","Wells County, Indiana","28010","*****","*****","null",
"0500000US18181","White County, Indiana","24163","*****","*****","null",
"0500000US18183","Whitley County, Indiana","33899","*****","*****","null",
"0500000US19001","Adair County, Iowa","7048","*****","*****","null",
"0500000US19003","Adams County, Iowa","3633","*****","*****","null",
"0500000US19005","Allamakee County, Iowa","13761","*****","*****","null",
"0500000US19007","Appanoose County, Iowa","12462","*****","*****","null",
"0500000US19009","Audubon County, Iowa","5528","*****","*****","null",
"0500000US19011","Benton County, Iowa","25558","*****","*****","null",
"0500000US19013","Black Hawk County, Iowa","131813","*****","*****","null",
"0500000US19015","Boone County, Iowa","26381","*****","*****","null",
"0500000US19017","Bremer County, Iowa","25032","*****","*****","null",
"0500000US19019","Buchanan County, Iowa","21141","*****","*****","null",
"0500000US19021","Buena Vista County, Iowa","19950","*****","*****","null",
"0500000US19023","Butler County, Iowa","14508","*****","*****","null",
"0500000US19025","Calhoun County, Iowa","9656","*****","*****","null",
"0500000US19027","Carroll County, Iowa","20150","*****","*****","null",
"0500000US19029","Cass County, Iowa","12990","*****","*****","null",
"0500000US19031","Cedar County, Iowa","18475","*****","*****","null",
"0500000US19033","Cerro Gordo County, Iowa","42672","*****","*****","null",
"0500000US19035","Cherokee County, Iowa","11281","*****","*****","null",
"0500000US19037","Chickasaw County, Iowa","11970","*****","*****","null",
"0500000US19039","Clarke County, Iowa","9383","*****","*****","null",
"0500000US19041","Clay County, Iowa","16138","*****","*****","null",
"0500000US19043","Clayton County, Iowa","17527","*****","*****","null",
"0500000US19045","Clinton County, Iowa","46734","*****","*****","null",
"0500000US19047","Crawford County, Iowa","16998","*****","*****","null",
"0500000US19049","Dallas County, Iowa","90418","*****","*****","null",
"0500000US19051","Davis County, Iowa","8977","*****","*****","null",
"0500000US19053","Decatur County, Iowa","7908","*****","*****","null",
"0500000US19055","Delaware County, Iowa","17107","*****","*****","null",
"0500000US19057","Des Moines County, Iowa","39227","*****","*****","null",
"0500000US19059","Dickinson County, Iowa","17260","*****","*****","null",
"0500000US19061","Dubuque County, Iowa","97193","*****","*****","null",
"0500000US19063","Emmet County, Iowa","9322","*****","*****","null",
"0500000US19065","Fayette County, Iowa","19604","*****","*****","null",
"0500000US19067","Floyd County, Iowa","15713","*****","*****","null",
"0500000US19069","Franklin County, Iowa","10091","*****","*****","null",
"0500000US19071","Fremont County, Iowa","6895","*****","*****","null",
"0500000US19073","Greene County, Iowa","8923","*****","*****","null",
"0500000US19075","Grundy County, Iowa","12262","*****","*****","null",
"0500000US19077","Guthrie County, Iowa","10702","*****","*****","null",
"0500000US19079","Hamilton County, Iowa","14905","*****","*****","null",
"0500000US19081","Hancock County, Iowa","10709","*****","*****","null",
"0500000US19083","Hardin County, Iowa","16924","*****","*****","null",
"0500000US19085","Harrison County, Iowa","14043","*****","*****","null",
"0500000US19087","Henry County, Iowa","19889","*****","*****","null",
"0500000US19089","Howard County, Iowa","9201","*****","*****","null",
"0500000US19091","Humboldt County, Iowa","9518","*****","*****","null",
"0500000US19093","Ida County, Iowa","6862","*****","*****","null",
"0500000US19095","Iowa County, Iowa","16155","*****","*****","null",
"0500000US19097","Jackson County, Iowa","19348","*****","*****","null",
"0500000US19099","Jasper County, Iowa","37032","*****","*****","null",
"0500000US19101","Jefferson County, Iowa","18153","*****","*****","null",
"0500000US19103","Johnson County, Iowa","150819","*****","*****","null",
"0500000US19105","Jones County, Iowa","20575","*****","*****","null",
"0500000US19107","Keokuk County, Iowa","10163","*****","*****","null",
"0500000US19109","Kossuth County, Iowa","14864","*****","*****","null",
"0500000US19111","Lee County, Iowa","33946","*****","*****","null",
"0500000US19113","Linn County, Iowa","225601","*****","*****","null",
"0500000US19115","Louisa County, Iowa","11125","*****","*****","null",
"0500000US19117","Lucas County, Iowa","8556","*****","*****","null",
"0500000US19119","Lyon County, Iowa","11800","*****","*****","null",
"0500000US19121","Madison County, Iowa","16148","*****","*****","null",
"0500000US19123","Mahaska County, Iowa","22351","*****","*****","null",
"0500000US19125","Marion County, Iowa","33193","*****","*****","null",
"0500000US19127","Marshall County, Iowa","39804","*****","*****","null",
"0500000US19129","Mills County, Iowa","15023","*****","*****","null",
"0500000US19131","Mitchell County, Iowa","10588","*****","*****","null",
"0500000US19133","Monona County, Iowa","8675","*****","*****","null",
"0500000US19135","Monroe County, Iowa","7761","*****","*****","null",
"0500000US19137","Montgomery County, Iowa","10016","*****","*****","null",
"0500000US19139","Muscatine County, Iowa","42703","*****","*****","null",
"0500000US19141","O'Brien County, Iowa","13796","*****","*****","null",
"0500000US19143","Osceola County, Iowa","6016","*****","*****","null",
"0500000US19145","Page County, Iowa","15205","*****","*****","null",
"0500000US19147","Palo Alto County, Iowa","8941","*****","*****","null",
"0500000US19149","Plymouth County, Iowa","25141","*****","*****","null",
"0500000US19151","Pocahontas County, Iowa","6725","*****","*****","null",
"0500000US19153","Polk County, Iowa","485418","*****","*****","null",
"0500000US19155","Pottawattamie County, Iowa","93478","*****","*****","null",
"0500000US19157","Poweshiek County, Iowa","18391","*****","*****","null",
"0500000US19159","Ringgold County, Iowa","4922","*****","*****","null",
"0500000US19161","Sac County, Iowa","9711","*****","*****","null",
"0500000US19163","Scott County, Iowa","172938","*****","*****","null",
"0500000US19165","Shelby County, Iowa","11544","*****","*****","null",
"0500000US19167","Sioux County, Iowa","34900","*****","*****","null",
"0500000US19169","Story County, Iowa","97355","*****","*****","null",
"0500000US19171","Tama County, Iowa","16962","*****","*****","null",
"0500000US19173","Taylor County, Iowa","6160","*****","*****","null",
"0500000US19175","Union County, Iowa","12303","*****","*****","null",
"0500000US19177","Van Buren County, Iowa","7104","*****","*****","null",
"0500000US19179","Wapello County, Iowa","35102","*****","*****","null",
"0500000US19181","Warren County, Iowa","50867","*****","*****","null",
"0500000US19183","Washington County, Iowa","22100","*****","*****","null",
"0500000US19185","Wayne County, Iowa","6426","*****","*****","null",
"0500000US19187","Webster County, Iowa","36348","*****","*****","null",
"0500000US19189","Winnebago County, Iowa","10474","*****","*****","null",
"0500000US19191","Winneshiek County, Iowa","20090","*****","*****","null",
"0500000US19193","Woodbury County, Iowa","102687","*****","*****","null",
"0500000US19195","Worth County, Iowa","7422","*****","*****","null",
"0500000US19197","Wright County, Iowa","12644","*****","*****","null",
"0500000US20001","Allen County, Kansas","12503","*****","*****","null",
"0500000US20003","Anderson County, Kansas","7877","*****","*****","null",
"0500000US20005","Atchison County, Kansas","16210","*****","*****","null",
"0500000US20007","Barber County, Kansas","4493","175","null","null",
"0500000US20009","Barton County, Kansas","26209","*****","*****","null",
"0500000US20011","Bourbon County, Kansas","14539","*****","*****","null",
"0500000US20013","Brown County, Kansas","9575","*****","*****","null",
"0500000US20015","Butler County, Kansas","66890","*****","*****","null",
"0500000US20017","Chase County, Kansas","2604","*****","*****","null",
"0500000US20019","Chautauqua County, Kansas","3280","*****","*****","null",
"0500000US20021","Cherokee County, Kansas","20017","*****","*****","null",
"0500000US20023","Cheyenne County, Kansas","2639","*****","*****","null",
"0500000US20025","Clark County, Kansas","2006","*****","*****","null",
"0500000US20027","Clay County, Kansas","8030","*****","*****","null",
"0500000US20029","Cloud County, Kansas","8831","*****","*****","null",
"0500000US20031","Coffey County, Kansas","8218","*****","*****","null",
"0500000US20033","Comanche County, Kansas","1759","175","null","null",
"0500000US20035","Cowley County, Kansas","35090","*****","*****","null",
"0500000US20037","Crawford County, Kansas","38874","*****","*****","null",
"0500000US20039","Decatur County, Kansas","2826","*****","*****","null",
"0500000US20041","Dickinson County, Kansas","18614","*****","*****","null",
"0500000US20043","Doniphan County, Kansas","7616","*****","*****","null",
"0500000US20045","Douglas County, Kansas","121304","*****","*****","null",
"0500000US20047","Edwards County, Kansas","2822","*****","*****","null",
"0500000US20049","Elk County, Kansas","2502","*****","*****","null",
"0500000US20051","Ellis County, Kansas","28747","*****","*****","null",
"0500000US20053","Ellsworth County, Kansas","6176","*****","*****","null",
"0500000US20055","Finney County, Kansas","36451","*****","*****","null",
"0500000US20057","Ford County, Kansas","33718","*****","*****","null",
"0500000US20059","Franklin County, Kansas","25643","*****","*****","null",
"0500000US20061","Geary County, Kansas","33309","*****","*****","null",
"0500000US20063","Gove County, Kansas","2650","149","null","null",
"0500000US20065","Graham County, Kansas","2464","*****","*****","null",
"0500000US20067","Grant County, Kansas","7324","*****","*****","null",
"0500000US20069","Gray County, Kansas","6020","*****","*****","null",
"0500000US20071","Greeley County, Kansas","1156","119","null","null",
"0500000US20073","Greenwood County, Kansas","6010","*****","*****","null",
"0500000US20075","Hamilton County, Kansas","2552","*****","*****","null",
"0500000US20077","Harper County, Kansas","5506","*****","*****","null",
"0500000US20079","Harvey County, Kansas","34434","*****","*****","null",
"0500000US20081","Haskell County, Kansas","3990","*****","*****","null",
"0500000US20083","Hodgeman County, Kansas","1872","164","null","null",
"0500000US20085","Jackson County, Kansas","13249","*****","*****","null",
"0500000US20087","Jefferson County, Kansas","18974","*****","*****","null",
"0500000US20089","Jewell County, Kansas","2854","*****","*****","null",
"0500000US20091","Johnson County, Kansas","597574","*****","*****","null",
"0500000US20093","Kearny County, Kansas","3863","*****","*****","null",
"0500000US20095","Kingman County, Kansas","7173","*****","*****","null",
"0500000US20097","Kiowa County, Kansas","2483","*****","*****","null",
"0500000US20099","Labette County, Kansas","19938","*****","*****","null",
"0500000US20101","Lane County, Kansas","1523","149","null","null",
"0500000US20103","Leavenworth County, Kansas","81499","*****","*****","null",
"0500000US20105","Lincoln County, Kansas","3013","*****","*****","null",
"0500000US20107","Linn County, Kansas","9687","*****","*****","null",
"0500000US20109","Logan County, Kansas","2789","*****","*****","null",
"0500000US20111","Lyon County, Kansas","33237","*****","*****","null",
"0500000US20113","McPherson County, Kansas","28557","*****","*****","null",
"0500000US20115","Marion County, Kansas","11865","*****","*****","null",
"0500000US20117","Marshall County, Kansas","9713","*****","*****","null",
"0500000US20119","Meade County, Kansas","4120","*****","*****","null",
"0500000US20121","Miami County, Kansas","33740","*****","*****","null",
"0500000US20123","Mitchell County, Kansas","6053","*****","*****","null",
"0500000US20125","Montgomery County, Kansas","32114","*****","*****","null",
"0500000US20127","Morris County, Kansas","5551","*****","*****","null",
"0500000US20129","Morton County, Kansas","2656","*****","*****","null",
"0500000US20131","Nemaha County, Kansas","10109","*****","*****","null",
"0500000US20133","Neosho County, Kansas","16008","*****","*****","null",
"0500000US20135","Ness County, Kansas","2838","*****","*****","null",
"0500000US20137","Norton County, Kansas","5416","*****","*****","null",
"0500000US20139","Osage County, Kansas","15855","*****","*****","null",
"0500000US20141","Osborne County, Kansas","3494","*****","*****","null",
"0500000US20143","Ottawa County, Kansas","5776","*****","*****","null",
"0500000US20145","Pawnee County, Kansas","6539","*****","*****","null",
"0500000US20147","Phillips County, Kansas","5297","*****","*****","null",
"0500000US20149","Pottawatomie County, Kansas","24203","*****","*****","null",
"0500000US20151","Pratt County, Kansas","9324","*****","*****","null",
"0500000US20153","Rawlins County, Kansas","2490","*****","*****","null",
"0500000US20155","Reno County, Kansas","62421","*****","*****","null",
"0500000US20157","Republic County, Kansas","4607","*****","*****","null",
"0500000US20159","Rice County, Kansas","9532","*****","*****","null",
"0500000US20161","Riley County, Kansas","74059","*****","*****","null",
"0500000US20163","Rooks County, Kansas","4985","*****","*****","null",
"0500000US20165","Rush County, Kansas","2953","164","null","null",
"0500000US20167","Russell County, Kansas","6896","*****","*****","null",
"0500000US20169","Saline County, Kansas","54384","*****","*****","null",
"0500000US20171","Scott County, Kansas","4893","*****","*****","null",
"0500000US20173","Sedgwick County, Kansas","515416","*****","*****","null",
"0500000US20175","Seward County, Kansas","21902","*****","*****","null",
"0500000US20177","Shawnee County, Kansas","177293","*****","*****","null",
"0500000US20179","Sheridan County, Kansas","2515","*****","*****","null",
"0500000US20181","Sherman County, Kansas","5904","*****","*****","null",
"0500000US20183","Smith County, Kansas","3594","*****","*****","null",
"0500000US20185","Stafford County, Kansas","4125","*****","*****","null",
"0500000US20187","Stanton County, Kansas","2030","*****","*****","null",
"0500000US20189","Stevens County, Kansas","5498","*****","*****","null",
"0500000US20191","Sumner County, Kansas","22928","*****","*****","null",
"0500000US20193","Thomas County, Kansas","7748","*****","*****","null",
"0500000US20195","Trego County, Kansas","2802","*****","*****","null",
"0500000US20197","Wabaunsee County, Kansas","6877","*****","*****","null",
"0500000US20199","Wallace County, Kansas","1583","119","null","null",
"0500000US20201","Washington County, Kansas","5474","*****","*****","null",
"0500000US20203","Wichita County, Kansas","2112","*****","*****","null",
"0500000US20205","Wilson County, Kansas","8600","*****","*****","null",
"0500000US20207","Woodson County, Kansas","3117","*****","*****","null",
"0500000US20209","Wyandotte County, Kansas","165447","*****","*****","null",
"0500000US21001","Adair County, Kentucky","19366","*****","*****","null",
"0500000US21003","Allen County, Kentucky","21065","*****","*****","null",
"0500000US21005","Anderson County, Kentucky","22580","*****","*****","null",
"0500000US21007","Ballard County, Kentucky","7914","*****","*****","null",
"0500000US21009","Barren County, Kentucky","44026","*****","*****","null",
"0500000US21011","Bath County, Kentucky","12421","*****","*****","null",
"0500000US21013","Bell County, Kentucky","26426","*****","*****","null",
"0500000US21015","Boone County, Kentucky","132368","*****","*****","null",
"0500000US21017","Bourbon County, Kentucky","19998","*****","*****","null",
"0500000US21019","Boyd County, Kentucky","47361","*****","*****","null",
"0500000US21021","Boyle County, Kentucky","30090","*****","*****","null",
"0500000US21023","Bracken County, Kentucky","8308","*****","*****","null",
"0500000US21025","Breathitt County, Kentucky","12802","*****","*****","null",
"0500000US21027","Breckinridge County, Kentucky","20283","*****","*****","null",
"0500000US21029","Bullitt County, Kentucky","80921","*****","*****","null",
"0500000US21031","Butler County, Kentucky","12756","*****","*****","null",
"0500000US21033","Caldwell County, Kentucky","12679","*****","*****","null",
"0500000US21035","Calloway County, Kentucky","38991","*****","*****","null",
"0500000US21037","Campbell County, Kentucky","93608","*****","*****","null",
"0500000US21039","Carlisle County, Kentucky","4738","*****","*****","null",
"0500000US21041","Carroll County, Kentucky","10691","*****","*****","null",
"0500000US21043","Carter County, Kentucky","26976","*****","*****","null",
"0500000US21045","Casey County, Kentucky","15968","*****","*****","null",
"0500000US21047","Christian County, Kentucky","71470","*****","*****","null",
"0500000US21049","Clark County, Kentucky","36152","*****","*****","null",
"0500000US21051","Clay County, Kentucky","20110","*****","*****","null",
"0500000US21053","Clinton County, Kentucky","10175","*****","*****","null",
"0500000US21055","Crittenden County, Kentucky","8940","*****","*****","null",
"0500000US21057","Cumberland County, Kentucky","6660","*****","*****","null",
"0500000US21059","Daviess County, Kentucky","101001","*****","*****","null",
"0500000US21061","Edmonson County, Kentucky","12195","*****","*****","null",
"0500000US21063","Elliott County, Kentucky","7461","*****","*****","null",
"0500000US21065","Estill County, Kentucky","14187","*****","*****","null",
"0500000US21067","Fayette County, Kentucky","322200","*****","*****","null",
"0500000US21069","Fleming County, Kentucky","14519","*****","*****","null",
"0500000US21071","Floyd County, Kentucky","35931","*****","*****","null",
"0500000US21073","Franklin County, Kentucky","50744","*****","*****","null",
"0500000US21075","Fulton County, Kentucky","6064","*****","*****","null",
"0500000US21077","Gallatin County, Kentucky","8760","*****","*****","null",
"0500000US21079","Garrard County, Kentucky","17554","*****","*****","null",
"0500000US21081","Grant County, Kentucky","25107","*****","*****","null",
"0500000US21083","Graves County, Kentucky","37125","*****","*****","null",
"0500000US21085","Grayson County, Kentucky","26313","*****","*****","null",
"0500000US21087","Green County, Kentucky","11000","*****","*****","null",
"0500000US21089","Greenup County, Kentucky","35359","*****","*****","null",
"0500000US21091","Hancock County, Kentucky","8748","*****","*****","null",
"0500000US21093","Hardin County, Kentucky","109627","*****","*****","null",
"0500000US21095","Harlan County, Kentucky","26307","*****","*****","null",
"0500000US21097","Harrison County, Kentucky","18763","*****","*****","null",
"0500000US21099","Hart County, Kentucky","18833","*****","*****","null",
"0500000US21101","Henderson County, Kentucky","45550","*****","*****","null",
"0500000US21103","Henry County, Kentucky","15999","*****","*****","null",
"0500000US21105","Hickman County, Kentucky","4461","*****","*****","null",
"0500000US21107","Hopkins County, Kentucky","45044","*****","*****","null",
"0500000US21109","Jackson County, Kentucky","13368","*****","*****","null",
"0500000US21111","Jefferson County, Kentucky","768419","*****","*****","null",
"0500000US21113","Jessamine County, Kentucky","53476","*****","*****","null",
"0500000US21115","Johnson County, Kentucky","22427","*****","*****","null",
"0500000US21117","Kenton County, Kentucky","166552","*****","*****","null",
"0500000US21119","Knott County, Kentucky","15041","*****","*****","null",
"0500000US21121","Knox County, Kentucky","31288","*****","*****","null",
"0500000US21123","Larue County, Kentucky","14269","*****","*****","null",
"0500000US21125","Laurel County, Kentucky","60631","*****","*****","null",
"0500000US21127","Lawrence County, Kentucky","15604","*****","*****","null",
"0500000US21129","Lee County, Kentucky","7088","*****","*****","null",
"0500000US21131","Leslie County, Kentucky","10081","*****","*****","null",
"0500000US21133","Letcher County, Kentucky","21936","*****","*****","null",
"0500000US21135","Lewis County, Kentucky","13345","*****","*****","null",
"0500000US21137","Lincoln County, Kentucky","24493","*****","*****","null",
"0500000US21139","Livingston County, Kentucky","9172","*****","*****","null",
"0500000US21141","Logan County, Kentucky","27049","*****","*****","null",
"0500000US21143","Lyon County, Kentucky","8226","*****","*****","null",
"0500000US21145","McCracken County, Kentucky","65485","*****","*****","null",
"0500000US21147","McCreary County, Kentucky","17333","*****","*****","null",
"0500000US21149","McLean County, Kentucky","9202","*****","*****","null",
"0500000US21151","Madison County, Kentucky","92090","*****","*****","null",
"0500000US21153","Magoffin County, Kentucky","12346","*****","*****","null",
"0500000US21155","Marion County, Kentucky","19257","*****","*****","null",
"0500000US21157","Marshall County, Kentucky","31225","*****","*****","null",
"0500000US21159","Martin County, Kentucky","11421","*****","*****","null",
"0500000US21161","Mason County, Kentucky","17122","*****","*****","null",
"0500000US21163","Meade County, Kentucky","28379","*****","*****","null",
"0500000US21165","Menifee County, Kentucky","6463","*****","*****","null",
"0500000US21167","Mercer County, Kentucky","21690","*****","*****","null",
"0500000US21169","Metcalfe County, Kentucky","10062","*****","*****","null",
"0500000US21171","Monroe County, Kentucky","10616","*****","*****","null",
"0500000US21173","Montgomery County, Kentucky","28042","*****","*****","null",
"0500000US21175","Morgan County, Kentucky","13270","*****","*****","null",
"0500000US21177","Muhlenberg County, Kentucky","30815","*****","*****","null",
"0500000US21179","Nelson County, Kentucky","45915","*****","*****","null",
"0500000US21181","Nicholas County, Kentucky","7189","*****","*****","null",
"0500000US21183","Ohio County, Kentucky","24081","*****","*****","null",
"0500000US21185","Oldham County, Kentucky","66508","*****","*****","null",
"0500000US21187","Owen County, Kentucky","10847","*****","*****","null",
"0500000US21189","Owsley County, Kentucky","4416","*****","*****","null",
"0500000US21191","Pendleton County, Kentucky","14587","*****","*****","null",
"0500000US21193","Perry County, Kentucky","26266","*****","*****","null",
"0500000US21195","Pike County, Kentucky","58595","*****","*****","null",
"0500000US21197","Powell County, Kentucky","12283","*****","*****","null",
"0500000US21199","Pulaski County, Kentucky","64789","*****","*****","null",
"0500000US21201","Robertson County, Kentucky","2139","*****","*****","null",
"0500000US21203","Rockcastle County, Kentucky","16795","*****","*****","null",
"0500000US21205","Rowan County, Kentucky","24534","*****","*****","null",
"0500000US21207","Russell County, Kentucky","17846","*****","*****","null",
"0500000US21209","Scott County, Kentucky","55961","*****","*****","null",
"0500000US21211","Shelby County, Kentucky","48100","*****","*****","null",
"0500000US21213","Simpson County, Kentucky","18319","*****","*****","null",
"0500000US21215","Spencer County, Kentucky","18945","*****","*****","null",
"0500000US21217","Taylor County, Kentucky","25572","*****","*****","null",
"0500000US21219","Todd County, Kentucky","12334","*****","*****","null",
"0500000US21221","Trigg County, Kentucky","14569","*****","*****","null",
"0500000US21223","Trimble County, Kentucky","8528","*****","*****","null",
"0500000US21225","Union County, Kentucky","14582","*****","*****","null",
"0500000US21227","Warren County, Kentucky","130836","*****","*****","null",
"0500000US21229","Washington County, Kentucky","12044","*****","*****","null",
"0500000US21231","Wayne County, Kentucky","20447","*****","*****","null",
"0500000US21233","Webster County, Kentucky","13021","*****","*****","null",
"0500000US21235","Whitley County, Kentucky","36252","*****","*****","null",
"0500000US21237","Wolfe County, Kentucky","7188","*****","*****","null",
"0500000US21239","Woodford County, Kentucky","26486","*****","*****","null",
"0500000US22001","Acadia Parish, Louisiana","62371","*****","*****","null",
"0500000US22003","Allen Parish, Louisiana","25572","*****","*****","null",
"0500000US22005","Ascension Parish, Louisiana","125061","*****","*****","null",
"0500000US22007","Assumption Parish, Louisiana","22236","*****","*****","null",
"0500000US22009","Avoyelles Parish, Louisiana","40465","*****","*****","null",
"0500000US22011","Beauregard Parish, Louisiana","37387","*****","*****","null",
"0500000US22013","Bienville Parish, Louisiana","13391","*****","*****","null",
"0500000US22015","Bossier Parish, Louisiana","126952","*****","*****","null",
"0500000US22017","Caddo Parish, Louisiana","243243","*****","*****","null",
"0500000US22019","Calcasieu Parish, Louisiana","202858","*****","*****","null",
"0500000US22021","Caldwell Parish, Louisiana","9959","*****","*****","null",
"0500000US22023","Cameron Parish, Louisiana","6963","*****","*****","null",
"0500000US22025","Catahoula Parish, Louisiana","9586","*****","*****","null",
"0500000US22027","Claiborne Parish, Louisiana","15854","*****","*****","null",
"0500000US22029","Concordia Parish, Louisiana","19533","*****","*****","null",
"0500000US22031","De Soto Parish, Louisiana","27395","*****","*****","null",
"0500000US22033","East Baton Rouge Parish, Louisiana","443158","*****","*****","null",
"0500000US22035","East Carroll Parish, Louisiana","6947","*****","*****","null",
"0500000US22037","East Feliciana Parish, Louisiana","19228","*****","*****","null",
"0500000US22039","Evangeline Parish, Louisiana","33491","*****","*****","null",
"0500000US22041","Franklin Parish, Louisiana","20109","*****","*****","null",
"0500000US22043","Grant Parish, Louisiana","22339","*****","*****","null",
"0500000US22045","Iberia Parish, Louisiana","70763","*****","*****","null",
"0500000US22047","Iberville Parish, Louisiana","32626","*****","*****","null",
"0500000US22049","Jackson Parish, Louisiana","15822","*****","*****","null",
"0500000US22051","Jefferson Parish, Louisiana","434903","*****","*****","null",
"0500000US22053","Jefferson Davis Parish, Louisiana","31425","*****","*****","null",
"0500000US22055","Lafayette Parish, Louisiana","243692","*****","*****","null",
"0500000US22057","Lafourche Parish, Louisiana","97980","63","null","null",
"0500000US22059","LaSalle Parish, Louisiana","14950","*****","*****","null",
"0500000US22061","Lincoln Parish, Louisiana","47118","*****","*****","null",
"0500000US22063","Livingston Parish, Louisiana","140524","*****","*****","null",
"0500000US22065","Madison Parish, Louisiana","11137","*****","*****","null",
"0500000US22067","Morehouse Parish, Louisiana","25189","*****","*****","null",
"0500000US22069","Natchitoches Parish, Louisiana","38505","*****","*****","null",
"0500000US22071","Orleans Parish, Louisiana","391249","*****","*****","null",
"0500000US22073","Ouachita Parish, Louisiana","154679","*****","*****","null",
"0500000US22075","Plaquemines Parish, Louisiana","23305","*****","*****","null",
"0500000US22077","Pointe Coupee Parish, Louisiana","21883","*****","*****","null",
"0500000US22079","Rapides Parish, Louisiana","130376","*****","*****","null",
"0500000US22081","Red River Parish, Louisiana","8462","*****","*****","null",
"0500000US22083","Richland Parish, Louisiana","20251","*****","*****","null",
"0500000US22085","Sabine Parish, Louisiana","23915","*****","*****","null",
"0500000US22087","St. Bernard Parish, Louisiana","46694","*****","*****","null",
"0500000US22089","St. Charles Parish, Louisiana","52856","*****","*****","null",
"0500000US22091","St. Helena Parish, Louisiana","10227","*****","*****","null",
"0500000US22093","St. James Parish, Louisiana","21142","*****","*****","null",
"0500000US22095","St. John the Baptist Parish, Louisiana","43055","*****","*****","null",
"0500000US22097","St. Landry Parish, Louisiana","82786","*****","*****","null",
"0500000US22099","St. Martin Parish, Louisiana","53607","*****","*****","null",
"0500000US22101","St. Mary Parish, Louisiana","50020","*****","*****","null",
"0500000US22103","St. Tammany Parish, Louisiana","258447","*****","*****","null",
"0500000US22105","Tangipahoa Parish, Louisiana","133753","*****","*****","null",
"0500000US22107","Tensas Parish, Louisiana","4435","*****","*****","null",
"0500000US22109","Terrebonne Parish, Louisiana","111297","63","null","null",
"0500000US22111","Union Parish, Louisiana","22270","*****","*****","null",
"0500000US22113","Vermilion Parish, Louisiana","59787","*****","*****","null",
"0500000US22115","Vernon Parish, Louisiana","49315","*****","*****","null",
"0500000US22117","Washington Parish, Louisiana","46325","*****","*****","null",
"0500000US22119","Webster Parish, Louisiana","38813","*****","*****","null",
"0500000US22121","West Baton Rouge Parish, Louisiana","26395","*****","*****","null",
"0500000US22123","West Carroll Parish, Louisiana","10934","*****","*****","null",
"0500000US22125","West Feliciana Parish, Louisiana","15441","*****","*****","null",
"0500000US22127","Winn Parish, Louisiana","14165","*****","*****","null",
"0500000US23001","Androscoggin County, Maine","107958","*****","*****","null",
"0500000US23003","Aroostook County, Maine","67431","*****","*****","null",
"0500000US23005","Cumberland County, Maine","294520","*****","*****","null",
"0500000US23007","Franklin County, Maine","29933","*****","*****","null",
"0500000US23009","Hancock County, Maine","54832","*****","*****","null",
"0500000US23011","Kennebec County, Maine","122158","*****","*****","null",
"0500000US23013","Knox County, Maine","39809","*****","*****","null",
"0500000US23015","Lincoln County, Maine","34415","*****","*****","null",
"0500000US23017","Oxford County, Maine","57741","*****","*****","null",
"0500000US23019","Penobscot County, Maine","151696","*****","*****","null",
"0500000US23021","Piscataquis County, Maine","16864","*****","*****","null",
